system_id,cohort_id,cohort_name,system_class,feature_sha256,wind_speed_min,wind_speed_p05,wind_speed_p25,wind_speed_median,wind_speed_mean,wind_speed_p75,wind_speed_p95,wind_speed_max,wind_speed_std,vorticity_min,vorticity_p05,vorticity_p25,vorticity_median,vorticity_mean,vorticity_p75,vorticity_p95,vorticity_max,vorticity_std,divergence_min,divergence_p05,divergence_p25,divergence_median,divergence_mean,divergence_p75,divergence_p95,divergence_max,divergence_std,strain_normal_min,strain_normal_p05,strain_normal_p25,strain_normal_median,strain_normal_mean,strain_normal_p75,strain_normal_p95,strain_normal_max,strain_normal_std,strain_shear_min,strain_shear_p05,strain_shear_p25,strain_shear_median,strain_shear_mean,strain_shear_p75,strain_shear_p95,strain_shear_max,strain_shear_std,okubo_weiss_min,okubo_weiss_p05,okubo_weiss_p25,okubo_weiss_median,okubo_weiss_mean,okubo_weiss_p75,okubo_weiss_p95,okubo_weiss_max,okubo_weiss_std
TC_2023_2023234N18128,A,Strong Tropical Cyclones,TC,b2ee255c42f2758096220b21a3f7dc75f6be399b58c0ea9fbc6c17999ecaea63,0.03436725586652756,1.0526844263076782,2.7930846214294434,6.282981872558594,6.065783977508545,8.675874710083008,11.293951988220215,22.35431671142578,3.4592015743255615,-0.000208074547117576,-4.066283509018831e-05,-1.2832740139856469e-05,-2.6984125724993646e-06,1.886895688585355e-06,1.1115719644294586e-05,5.630527084576897e-05,0.0009582333150319755,4.147029176237993e-05,-0.00035094900522381067,-3.989395190728828e-05,-1.2031228834530339e-05,1.4777198487081478e-07,-1.480862010794226e-06,1.1342989637341816e-05,3.3471449569333345e-05,0.00011227100912947208,2.5450906832702458e-05,-0.0003318236267659813,-4.776280911755748e-05,-1.4025541531736962e-05,4.3683527906068775e-09,3.1844501791056246e-07,1.5210796846076846e-05,4.812774932361208e-05,0.0003012290981132537,3.409941928111948e-05,-0.00027179450262337923,-4.769894076162018e-05,-1.4295268556452356e-05,-1.9678277851653547e-07,7.082338697728119e-07,1.4161099898046814e-05,5.209683513385244e-05,0.0003606314421631396,3.427885167184286e-05,-9.169937129627215e-07,-1.44294487469665e-09,-6.116417702178856e-12,3.006841442498853e-10,6.150676079563766e-10,1.0968559394086697e-09,5.6654752000895314e-09,1.202984805104279e-07,1.6357580179260367e-08
TC_2023_2023248N12257,A,Strong Tropical Cyclones,TC,c39e2e32578b927547b71e65fc195c7892464bc7df8784e1ac913623a4373eac,0.02205846831202507,1.000724196434021,4.202019691467285,6.585240840911865,6.466516017913818,8.259966850280762,12.626457214355469,22.29607391357422,3.4917619228363037,-0.00013802842295262963,-2.3489996237913147e-05,-1.1994367923762184e-05,-5.462213721330045e-06,1.1140853573010645e-08,5.652367690345272e-06,3.71946080122143e-05,0.0006530066602863371,2.910559305746574e-05,-0.00016175754717551172,-4.002666537417099e-05,-9.939787560142577e-06,1.5757105984448572e-06,-1.260387989532319e-06,1.0584117262624204e-05,2.7671974748955108e-05,0.00010776205454021692,2.181773743359372e-05,-0.00022905241348780692,-3.468876820988953e-05,-7.990227459231392e-06,1.6996593785734149e-06,2.186752226407407e-06,1.3169350495445542e-05,3.9219750760821626e-05,0.00018779883976094425,2.520144516893197e-05,-0.00017449997540097684,-3.583064244594425e-05,-9.38589346333174e-06,1.55465249918052e-06,2.736553142312914e-06,1.2475021321733948e-05,4.86235148855485e-05,0.00019281824643258005,2.6002113372669555e-05,-4.083620410710864e-07,-3.7438685485113865e-10,3.5802793021955104e-12,1.84194409724725e-10,4.763577310384903e-10,8.185259692261582e-10,4.09603506668077e-09,5.0407120255613336e-08,9.005176160314932e-09
TC_2023_2023249N12320,A,Strong Tropical Cyclones,TC,a17ddb99e2233042a8294ceca1167822c0f1f2815e07c47b428515e305da748b,0.05348607897758484,1.4383882284164429,4.365952968597412,5.6774067878723145,5.781486988067627,6.970762729644775,10.062468528747559,23.409984588623047,2.7160022258758545,-0.00010185949940932915,-1.946344127645716e-05,-1.1404366887290962e-05,-5.660126589646097e-06,-1.7586642115929862e-06,2.324121851415839e-06,2.362481609452516e-05,0.0007436344749294221,2.653531191754155e-05,-0.0002714071306400001,-2.3322736524278298e-05,-6.3453153416048735e-06,1.6251741499218042e-06,3.2485849033037084e-07,8.56917722558137e-06,2.2017888113623485e-05,7.070494029903784e-05,1.6176083590835333e-05,-0.00024705403484404087,-2.5273409846704453e-05,-9.4237830126076e-06,3.2287951512444124e-07,4.01414212092277e-07,1.0132342140423134e-05,2.9092359909554943e-05,0.0002129796048393473,2.169992876588367e-05,-0.0002876915968954563,-3.07599148072768e-05,-1.1972821994277183e-05,-1.3858206102668191e-06,-1.5445888266185648e-06,9.213698831445072e-06,2.7671090720104985e-05,0.00022851339599583298,2.272444180562161e-05,-5.35136052803864e-07,-2.540807841899806e-10,1.766360495369934e-11,1.802570037678919e-10,2.8261823437070177e-10,5.141269077135746e-10,2.1972093033895135e-09,6.832121357547294e-08,1.081044498363326e-08
TC_2023_2023279N08157,A,Strong Tropical Cyclones,TC,7bbdc78b8f8fee718595afd6af566f98a82369170c3c9854aa7e979348287c4c,0.2572506070137024,3.25290584564209,5.440223693847656,7.927150249481201,7.9697699546813965,9.88158893585205,13.684151649475098,25.777530670166016,3.38419246673584,-0.0001945704862009734,-2.110614332195837e-05,-1.143418103310978e-05,-1.6290066469082376e-06,2.451187356200535e-06,8.611109478806611e-06,4.007652751170099e-05,0.0008094601216726005,3.3961801818804815e-05,-0.0002822584065143019,-3.3281212381552905e-05,-1.1458138033049181e-05,-8.172167440534395e-07,-2.277280600537779e-06,8.398045793001074e-06,2.4712418962735683e-05,0.00010967998241540045,2.0299525203881785e-05,-0.00027923742891289294,-3.413392187212594e-05,-1.2613988474186044e-05,2.497549189683923e-07,1.6814830132716452e-06,1.3193997801863588e-05,4.6222681703511626e-05,0.00027096387930214405,2.925534499809146e-05,-0.000286194437649101,-3.515375283313915e-05,-1.334654098172905e-05,-2.2416185174733982e-07,5.583800799513483e-08,1.2282762327231467e-05,3.7801393773406744e-05,0.0002393029280938208,2.6674701075535268e-05,-6.476070097960474e-07,-3.2545033334940854e-10,4.541319403861266e-11,2.931272724548961e-10,4.108331175256552e-10,8.699138631662606e-10,3.9264032025698725e-09,4.9494467191379954e-08,1.3634739559620357e-08
TC_2023_2023292N11063,D,Monsoon Low Pressure Systems,MONSOON,248f74d416526dfd3280455becd7b74266fc6b8552e6e8faa9a6ce9cba95a477,0.052148427814245224,1.0800946950912476,2.386456251144409,3.3871257305145264,3.71453595161438,4.404426574707031,7.358678340911865,21.09290885925293,2.2864301204681396,-0.0001931772130774334,-2.8474018108681776e-05,-1.1282157174719032e-05,-4.024282588943606e-06,-1.0161007821807289e-06,4.440124939719681e-06,3.959774403483607e-05,0.0007368806982412934,3.039366492885165e-05,-0.0002399453951511532,-4.564877599477768e-05,-1.0628657037159428e-05,2.1089169877086533e-06,-2.614446259485703e-07,1.2926767340104561e-05,3.643528907559812e-05,0.00018831271154340357,2.5944016670109704e-05,-0.0002644855994731188,-3.8864920497871935e-05,-1.0118493264599238e-05,6.338215143841808e-07,8.314263482134265e-07,1.2608737961272709e-05,4.120108860661276e-05,0.00027388278977014124,2.8914520953549072e-05,-0.00023457755742128938,-3.981645204476081e-05,-1.149835043179337e-05,3.58147843826373e-07,2.0168346281934646e-07,1.127671839640243e-05,4.145800630794838e-05,0.0003149211697746068,2.7402975320001133e-05,-5.409437449088728e-07,-5.630811927836987e-10,1.1165770565091382e-11,2.3175487917637128e-10,6.628972926137067e-10,8.611861224139261e-10,5.0183532884773285e-09,1.0735959676821949e-07,1.0612125400655259e-08
TC_2023_2023293N12089,D,Monsoon Low Pressure Systems,MONSOON,2a917bb880dce2d4b03c10711bd9b3670ee69cde360692f75b20eb98f3582626,0.00827077031135559,0.5058712959289551,1.1444439888000488,1.7689545154571533,2.0971970558166504,2.4740653038024902,4.7280473709106445,14.343116760253906,1.6365424394607544,-0.0001469853159505874,-2.4763274268480018e-05,-9.048578249348793e-06,-8.199286867238698e-07,6.141289077277179e-07,8.378456186619587e-06,2.767272417258937e-05,0.00048321750364266336,2.2685062504024245e-05,-0.00016396671708207577,-4.4839023757958785e-05,-1.2765607607434504e-05,5.53405016034958e-07,-4.99876421145018e-07,1.3940802091383375e-05,3.818838013103232e-05,0.00013996280904393643,2.540858076827135e-05,-0.0001664392912061885,-3.676804408314638e-05,-1.1649090993159916e-05,1.3913759744355048e-07,6.473811708929134e-08,1.1987342077190988e-05,3.5646939068101346e-05,0.0002642559993546456,2.4059743736870587e-05,-0.00019302027067169547,-3.839850614895113e-05,-1.1888256267411634e-05,4.1606572409591536e-08,-1.0295373442659184e-07,1.217804219777463e-05,3.7882211472606286e-05,0.00019384955521672964,2.4292707166750915e-05,-2.264261098616771e-07,-3.3570571322805165e-10,3.9550987485093e-11,2.8155461295753526e-10,6.540325503401334e-10,9.30653942798898e-10,3.555302052760112e-09,6.951532327548193e-08,5.208571352000035e-09
TC_2023_2023294N09264,A,Strong Tropical Cyclones,TC,e46ee86cd6f84765ae1bedffb9854381b9a1228e7c0a7a65c6cc15be0860dc83,0.01973845809698105,0.9143422842025757,2.8401753902435303,5.132999897003174,5.146874904632568,7.0709991455078125,9.881630897521973,15.727676391601562,2.788939952850342,-0.00018058466957882047,-2.330059214727953e-05,-1.0980540537275374e-05,-4.570343207888072e-06,3.334772316065937e-07,5.883265657757875e-06,4.5040280383545905e-05,0.0007498367340303957,2.7687558031175286e-05,-0.0003981677000410855,-4.1777744627324864e-05,-1.2230984793859534e-05,-1.6196578656035854e-07,-2.382646925980225e-06,1.0151486094400752e-05,3.102798655163497e-05,0.00016849061648827046,2.4951110390247777e-05,-0.0004073268501088023,-4.309292489779182e-05,-9.687030797067564e-06,1.793928845472692e-06,3.6708652118022655e-08,1.2423030057107098e-05,3.520847894833423e-05,0.0003248738939873874,2.6982277631759644e-05,-0.0002852464676834643,-3.994031794718467e-05,-1.0623575690260623e-05,9.03621867109905e-07,6.713104738764741e-08,1.1719435860868543e-05,3.658277273643762e-05,0.0003313880297355354,2.5967312467400916e-05,-5.497134907272994e-07,-4.778580864339688e-10,8.381738011986606e-12,2.0439420989060153e-10,6.356383197569926e-10,7.059225981542738e-10,3.703746420669063e-09,1.6437826388937538e-07,7.757814834974397e-09
TC_2023_2023317N10094,D,Monsoon Low Pressure Systems,MONSOON,3b6481ada607d8b6ff33323b6b34f21e17746c16b2222ad1c2be87e4920bcfdc,0.03270861133933067,0.632167398929596,1.3544847965240479,2.3075780868530273,3.1101675033569336,4.314365386962891,7.78369665145874,15.920907974243164,2.384434461593628,-0.0001507978158770129,-3.531684342306107e-05,-1.2896255611849483e-05,-2.3388263343804283e-06,-1.425198433935293e-06,8.801691365079023e-06,3.3895816159201786e-05,0.00039734275196678936,2.5745737730176188e-05,-0.0002180050651077181,-3.929081140086055e-05,-1.192574836750282e-05,9.424725817552826e-07,-2.474358780091279e-07,1.2668859199038707e-05,3.652072336990386e-05,0.0001109965451178141,2.4075676265056245e-05,-0.00012830470222979784,-3.716776700457558e-05,-1.3331447917153127e-05,-1.0481576282472815e-06,-2.223452355565314e-07,1.1644510777841788e-05,4.042889486299828e-05,0.00017630161892157048,2.409308945061639e-05,-0.00017157060210593045,-3.937020665034652e-05,-1.2385080481180921e-05,1.743968311984645e-07,2.201675215474097e-07,1.265518494619755e-05,3.769417162402533e-05,0.0002538030385039747,2.555439277784899e-05,-1.452143862934463e-07,-7.48385020621356e-10,6.306145926629481e-13,2.5385962776347526e-10,5.687278425980935e-10,8.933095374530353e-10,3.2763729507223616e-09,3.6321686991414026e-08,3.1904507924451764e-09
TC_2023_2023334N08088,D,Monsoon Low Pressure Systems,MONSOON,93de4d3930ddc17c55ef70eb590d451fb91108eec890aa3763a500b2c543e5dc,0.025629810988903046,0.9037716388702393,1.8558964729309082,3.0879898071289062,3.8779940605163574,5.374814987182617,9.170977592468262,20.846555709838867,2.6790244579315186,-0.00012305573909543455,-2.382935599598568e-05,-9.985382348531857e-06,-1.4585421013180166e-06,5.856873599441315e-07,7.855725925765e-06,2.8372502129059285e-05,0.0006717145442962646,2.469322134857066e-05,-0.0002898179227486253,-3.4656026400625706e-05,-1.0700645361794159e-05,6.660928306700953e-07,-3.468847182830359e-07,1.110364610212855e-05,3.274763366789557e-05,0.0001195654840557836,2.3326054360950366e-05,-0.00021197914611548185,-3.519618621794507e-05,-1.1340009223204106e-05,2.5281354965045466e-07,-3.4551170813301724e-08,1.2536146641650703e-05,3.208500493201427e-05,0.0002535531239118427,2.337720252398867e-05,-0.00018533527327235788,-3.329453102196567e-05,-1.0806758837134112e-05,1.21197638236481e-06,1.4857272390145226e-06,1.2735239579342306e-05,3.649829886853695e-05,0.0002671154506970197,2.4823468265822157e-05,-4.505745607730205e-07,-3.720267149898149e-10,3.1892141705291976e-11,2.4885329907853304e-10,5.548084769380068e-10,7.289200909532667e-10,2.905772511496707e-09,8.00457868876947e-08,7.407811253301588e-09
TC_2024_2024044S14066,A,Strong Tropical Cyclones,TC,4427aba2cdbd8bdaa5f94f6c81ae7bc1a46146770d26791846806e7f67a8b04b,0.1645488142967224,2.6907153129577637,5.618078708648682,7.873695373535156,8.059677124023438,10.071622848510742,14.108453750610352,23.168190002441406,3.4705371856689453,-0.0007806841749697924,-4.339914084994234e-05,-9.418208719580434e-06,4.8563260861556046e-06,-2.649024054335314e-06,1.1788964002334978e-05,2.106479041685816e-05,7.51979387132451e-05,3.11244984914083e-05,-0.0002507551107555628,-2.9433149393298663e-05,-8.730647095944732e-06,2.4734805492698797e-07,-1.612452706467593e-06,8.711848749953788e-06,2.310906165803317e-05,0.00015130432439036667,2.1898560589761473e-05,-0.0002724382793530822,-3.0272367439465597e-05,-9.113468877330888e-06,1.072650547939702e-06,4.041707597934874e-06,1.3463306459016167e-05,4.685183012043126e-05,0.0002837751526385546,2.8846965506090783e-05,-0.0002944650477729738,-3.563579230103642e-05,-1.2308573786867782e-05,-1.9116266685159644e-06,-1.2717248409899184e-06,1.0101170119014569e-05,3.7281140976119787e-05,0.0002025355352088809,2.544943527027499e-05,-6.025254606356611e-07,-2.866402115664357e-10,1.1247113266762976e-12,2.0434595682239376e-10,5.22021925686289e-10,7.582321437382689e-10,3.2582176956452713e-09,7.792100120695977e-08,1.0964409824509858e-08
TC_2024_2024145N14087,D,Monsoon Low Pressure Systems,MONSOON,8506d8c4bbc883704b4f1832e8bb39461bad9a5b8dbb7b0b5562a895e347c020,0.012503840029239655,0.6671497225761414,1.5294684171676636,2.704218626022339,4.533236026763916,6.653048038482666,12.384746551513672,20.92247772216797,4.078300476074219,-0.00015093275578692555,-3.2371543056797236e-05,-1.1201740562682971e-05,-7.226614684441302e-07,1.720759541967709e-06,1.0617446605465375e-05,4.289691423764452e-05,0.0005944863660261035,3.0853978387312964e-05,-0.00026381685165688396,-5.421428068075329e-05,-1.701169640000444e-05,1.1542929456709317e-07,-2.3108614186639898e-06,1.5608575267833658e-05,4.1029103158507496e-05,0.00012730146409012377,3.03354663628852e-05,-0.00020537346426863223,-4.606204674928449e-05,-1.57349986693589e-05,-1.4292747607669298e-07,-7.373436972102354e-09,1.434544083167566e-05,4.64351505797822e-05,0.0002877252409234643,3.124922659480944e-05,-0.00023837828484829515,-4.645774606615305e-05,-1.467353922635084e-05,1.0369874559046366e-07,-5.044477688898041e-07,1.4883903531881515e-05,4.458687544683926e-05,0.00017417161143384874,2.981046782224439e-05,-3.366155283401895e-07,-7.062700424498303e-10,6.561289705997453e-11,3.969281014981618e-10,9.105037279688588e-10,1.3007555033084373e-09,5.422053028780738e-09,9.600859840475096e-08,7.76530040269563e-09
TC_2024_2024181N09320,A,Strong Tropical Cyclones,TC,12f9008345349e21686caede412ce7d99d1ad0704d943677adf8bc967aab87a3,0.036042552441358566,0.8017460703849792,2.0995516777038574,5.9651618003845215,5.921442985534668,8.849227905273438,11.103135108947754,23.5863094329834,3.7198421955108643,-0.0001876654423540458,-2.4325609047082253e-05,-1.1159129826410208e-05,-4.3934760469710454e-06,-5.290797844281769e-07,3.895873305737041e-06,4.102829552721232e-05,0.0008968666079454124,3.179683699272573e-05,-0.00038713362300768495,-3.306531652924605e-05,-9.870767826214433e-06,7.001432891229342e-07,-4.913306952403218e-07,1.0384611414337996e-05,2.9518356313928962e-05,0.00010687467874959111,2.1519948859349824e-05,-0.00034346734173595905,-3.708803706103936e-05,-1.1684601304295938e-05,-2.397118805674836e-06,-2.6398120098747313e-06,7.396519777103094e-06,3.168926195940003e-05,0.00028592965099960566,2.6169685952481814e-05,-0.0002838207292370498,-4.393386552692391e-05,-1.0835165085154586e-05,1.0620298098729108e-06,-7.945051265778602e-07,1.1064115824410692e-05,3.253143222536892e-05,0.00030110825900919735,2.7830821636598557e-05,-7.883311923251313e-07,-4.2453005000275823e-10,9.546708042151852e-12,1.6341007713638334e-10,4.5568812612195586e-10,5.781387035774799e-10,3.405445703208443e-09,1.1309364822409407e-07,1.319036879721125e-08
TC_2024_2024238N25077,D,Monsoon Low Pressure Systems,MONSOON,7f01fc4a7e1196f2593da33ec93bcf3bdc6452659eaf11a287b5331a59e5873f,0.05274553969502449,0.9830571413040161,2.367017984390259,4.578227996826172,5.382808685302734,7.90897798538208,12.16026496887207,16.16535186767578,3.5506179332733154,-0.00021685866522602737,-4.3792839278467e-05,-1.3749504432780668e-05,-3.1128422506299103e-06,1.1443886478446075e-06,1.2120729479647707e-05,5.853682887391187e-05,0.0005228966474533081,3.5710825613932684e-05,-0.00017053409828804433,-4.5324635721044615e-05,-1.2458230230549816e-05,7.321423822759243e-07,-6.65372965613642e-07,1.2240727301104926e-05,3.851416477118619e-05,0.00019180365779902786,2.6318726668250747e-05,-0.0001741049491101876,-4.769942461280152e-05,-1.2894695828435943e-05,-3.954304190756375e-07,1.369537244499952e-06,1.5741006791358814e-05,5.1649403758347034e-05,0.0002783335221465677,3.1505944207310677e-05,-0.00019705055456142873,-5.1517134124878794e-05,-1.722834349493496e-05,-4.0338541111850645e-06,-2.760769802989671e-06,1.101900761568686e-05,5.121361027704552e-05,0.0002461350813973695,3.1320425478043035e-05,-2.650838837325864e-07,-1.6240914169074472e-09,-1.4216404095601654e-11,2.879252669618637e-10,7.065182328069852e-10,1.121467585463165e-09,5.5603774917756255e-09,6.594996904141226e-08,6.453527934269232e-09
TC_2024_2024244N09137,A,Strong Tropical Cyclones,TC,5b66adf4244bf278a167506f8b063b112591b0751ae28b6cb95580a32f81d0ae,0.029876479879021645,0.7853274941444397,1.7827528715133667,4.0275421142578125,5.297394752502441,7.64877986907959,13.26846694946289,25.748552322387695,4.33974027633667,-0.0002392045862507075,-4.433047433849424e-05,-1.1733295650628861e-05,-1.2907373729831306e-06,1.3038301176493405e-06,1.1929981155844871e-05,4.883020301349461e-05,0.0007967877900227904,4.0382576116826385e-05,-0.0002315348101546988,-4.382642509881407e-05,-1.453899221814936e-05,-1.1604640803852817e-06,-1.968634023796767e-06,1.183032691187691e-05,3.895253757946193e-05,0.00013813462282996625,2.6814526790985838e-05,-0.0002408536383882165,-4.7805799113120884e-05,-1.4247139915823936e-05,1.4958968108658155e-07,4.6600089831372316e-07,1.4339504559757188e-05,5.3461997595150024e-05,0.00025861794711090624,3.4111548302462325e-05,-0.000281786808045581,-4.97390610689763e-05,-1.414817597833462e-05,1.4029060366738122e-06,2.2111083808340481e-07,1.5267174603650346e-05,5.1602368330350146e-05,0.00027358444640412927,3.4655826311791316e-05,-6.305839974629635e-07,-1.0267565686561397e-09,2.59373269390073e-11,3.297845885263939e-10,7.324373885175817e-10,1.0984879672548686e-09,6.675762165286869e-09,7.328175399834436e-08,1.480024014455239e-08
TC_2024_2024270N24128,A,Strong Tropical Cyclones,TC,26bae7d8edc2d42ab2aaff410a20dfe55fa0dcaffd40fa390d850ceaca0d23f7,0.038389671593904495,0.9817510843276978,2.2900285720825195,4.1704607009887695,4.827246189117432,6.35147762298584,11.457396507263184,26.650726318359375,3.430152416229248,-0.00023940528626553714,-4.050583083881065e-05,-1.4408840797841549e-05,-5.083386895421427e-06,-1.2402990705595585e-06,5.8126161093241535e-06,4.890028139925562e-05,0.0009741514804773033,4.131669265916571e-05,-0.00029168056789785624,-4.4646560127148405e-05,-1.1584357707761228e-05,4.332729020006809e-07,-1.4818463114352198e-06,1.1179465218447149e-05,3.693806502269581e-05,0.00015733696636743844,2.7396075893193483e-05,-0.0003107553056906909,-4.8960115236695856e-05,-1.3617781405628193e-05,-4.289169908133772e-07,4.608790504789795e-08,1.5344910934800282e-05,4.911164796794765e-05,0.000346819608239457,3.546648804331198e-05,-0.0002681247715372592,-4.596585495164618e-05,-1.4787724467169028e-05,-3.6559302429850504e-07,-1.2036046825869562e-07,1.2621048881555907e-05,4.748260835185647e-05,0.0003138412721455097,3.503948755678721e-05,-9.360106787426048e-07,-1.2703904594957294e-09,2.1439355499253132e-11,2.899757101104683e-10,7.77046760269684e-10,1.0598329991395872e-09,5.8511995248977655e-09,1.190716929500013e-07,1.856487230611492e-08
TC_2024_2024279N21265,A,Strong Tropical Cyclones,TC,a5dcd5bc77da8acfcaca7e0ea2ef6a5772158303e1fb6e350a9098309ceafb81,0.025659825652837753,1.2279092073440552,2.8660314083099365,3.9647717475891113,4.738103866577148,5.583697319030762,11.658744812011719,20.169292449951172,2.99881911277771,-0.0002158251591026783,-3.466354246484116e-05,-1.068641540769022e-05,-1.5723155684099765e-06,1.6190094811463496e-06,9.366710401081946e-06,4.3248863221379e-05,0.0006537964218296111,3.495802229736e-05,-0.00021991637186147273,-4.3586984247667715e-05,-1.1967466889473144e-05,-3.072505307954998e-07,-1.803113377718546e-06,1.0778032446978614e-05,3.5748438676819205e-05,0.0001417928287992254,2.538548142183572e-05,-0.00032140317489393055,-4.061872459715232e-05,-1.261051329493057e-05,-1.121665263781324e-06,8.966370046437078e-07,1.0811317224579398e-05,5.149755088496022e-05,0.00029728611116297543,3.1758827390149236e-05,-0.00023391374270431697,-4.6477191062876955e-05,-1.4022378309164196e-05,-1.1253499678787193e-06,-1.1850529517687391e-06,1.2495821465563495e-05,4.321071901358664e-05,0.00017221302550751716,2.9345645089051686e-05,-4.23720820208473e-07,-7.656822398338647e-10,1.8526529269036196e-11,2.424073441975594e-10,6.473140912177655e-10,9.885233742679134e-10,5.336554309565145e-09,1.0652012605305572e-07,9.035231229859164e-09
TC_2024_2024295N15092,D,Monsoon Low Pressure Systems,MONSOON,4bb325b73e5d3844fa0f89488415081bb1cd45f02bea521b557b9672d097fe4a,0.009344411082565784,0.6088566780090332,1.3889243602752686,2.5649449825286865,3.711644411087036,5.841109752655029,8.907210350036621,18.64447593688965,2.9836642742156982,-0.00015104487829376012,-2.8064596335752867e-05,-8.42491408548085e-06,-4.836074936065415e-07,6.624587172154861e-07,7.992071004991885e-06,2.999946264026221e-05,0.0006320574902929366,2.6883020836976357e-05,-0.00036122227902524173,-4.005636219517328e-05,-1.1884146260854322e-05,6.706310955451045e-07,-5.370349640543282e-07,1.2625390809262171e-05,3.596675014705397e-05,0.00014546755119226873,2.5384042601217516e-05,-0.0002605539048090577,-3.26669032801874e-05,-1.2723300642392132e-05,-1.4953703839637456e-06,4.990178581465443e-07,1.1722887393261772e-05,3.9805523556424305e-05,0.00021861947607249022,2.608114118629601e-05,-0.00018877691763918847,-3.904653203790076e-05,-1.2200446690258104e-05,3.785855255955539e-07,-1.2924309089612507e-07,1.2128968592151068e-05,3.537987868185155e-05,0.000384712329832837,2.613386277516838e-05,-3.467413876023784e-07,-4.407922082894089e-10,4.2980490694288775e-11,2.859734948845727e-10,6.403347851957619e-10,8.470377732550105e-10,3.3667508780865774e-09,1.4732253816873708e-07,7.58421503377349e-09
TC_2024_2024296N13260,A,Strong Tropical Cyclones,TC,9ffe4f037723e28674ca4f402c42bd07dd7276493d2673b1131a19427455716b,0.10975468903779984,1.8989235162734985,4.220961570739746,6.316266059875488,6.079960823059082,7.699446678161621,9.728004455566406,24.797842025756836,2.628725051879883,-0.00015312954201363027,-2.0823481463594362e-05,-1.1992379768344108e-05,-6.389096597558819e-06,-2.4433518319710856e-06,9.359761179439374e-07,2.3432299713022076e-05,0.0010452778078615665,2.912211130023934e-05,-0.0004731616354547441,-2.713586036406923e-05,-5.7084380387095734e-06,2.3079135189618682e-06,1.32558866994259e-07,9.636253707867581e-06,2.148326711903792e-05,8.647930371807888e-05,2.0209366994095035e-05,-0.00034592990414239466,-2.4308008505613543e-05,-7.817507139407098e-06,-5.775997351520346e-07,1.986306642720592e-06,9.765059076016769e-06,3.689854565891437e-05,0.00035974374623037875,2.5549628844601102e-05,-0.000329790374962613,-2.956888420158066e-05,-6.531579856527969e-06,3.1679549010732444e-06,1.7780103007680736e-06,1.2025810065097176e-05,2.8019876481266692e-05,0.00037541831261478364,2.4635990484966896e-05,-1.0863175248232437e-06,-2.620791639262876e-10,-1.5792317540480605e-12,1.3694957667897967e-10,4.1275505235915944e-10,4.823280663757146e-10,3.080778077091395e-09,1.1638524455293009e-07,1.7281776010236172e-08
TC_2024_2024298N13150,A,Strong Tropical Cyclones,TC,871fd3abb88a86da02f1a19a8476efa4734da2bec669417d8896dc1a7e4b8547,0.07276599854230881,1.439565896987915,3.6391961574554443,6.111933708190918,7.155406475067139,9.515373229980469,15.932488441467285,37.4165153503418,4.93391752243042,-0.0003414223901927471,-4.2597133870003745e-05,-1.3071364264760632e-05,-5.111097834742395e-06,4.4311389046924887e-07,7.936092515592463e-06,5.7690365792950615e-05,0.0010766718769446015,5.19395834999159e-05,-0.00039333917084150016,-4.5459069951903075e-05,-1.2760172467096709e-05,1.0163694952325386e-07,-2.1686259970010724e-06,1.2188914297439624e-05,3.732704135472886e-05,0.00012718555808532983,3.219701102352701e-05,-0.0004335012927185744,-5.786823749076575e-05,-1.609953324077651e-05,-1.1300778623990482e-06,5.910785603191471e-07,1.6845540812937543e-05,6.0424961702665314e-05,0.000394829927245155,4.511897714110091e-05,-0.0003608452680055052,-5.337511538527906e-05,-1.4809391359449364e-05,-2.547406552366738e-07,8.34942341043643e-07,1.6563386452617124e-05,5.694444917025976e-05,0.0004017931059934199,4.179128518444486e-05,-1.1549022929102648e-06,-1.3848855395792725e-09,3.604476439544868e-11,4.1979353326837554e-10,1.0853635767915648e-09,1.4251729796299628e-09,9.020263647130378e-09,2.1458613730374054e-07,2.9795153011491493e-08
TC_2024_2024313N10169,A,Strong Tropical Cyclones,TC,8915f9b905deb3e04ccb50d659eda124491f66b6bf8c0975b76d3303ebed2fa3,0.009479638189077377,0.6451571583747864,2.662926435470581,5.119427680969238,5.027880668640137,6.894563674926758,8.947949409484863,25.65106964111328,3.0175535678863525,-0.00019062661158386618,-2.2955398890189826e-05,-9.60870056587737e-06,-3.176143081873306e-06,7.945523066155147e-07,4.396342319523683e-06,3.88721855415497e-05,0.0009975392604246736,3.4847838833229616e-05,-0.0003220810613129288,-2.90258540189825e-05,-9.20069851417793e-06,-4.3896139345633856e-07,-1.4999895938672125e-06,8.385242836084217e-06,2.3252367100212723e-05,0.00013862874766346067,1.9940538550144993e-05,-0.00031470772228203714,-3.8144564314279705e-05,-1.1383403034415096e-05,-6.507705734293268e-07,-9.410616144123196e-07,9.127661542152055e-06,3.51259732269682e-05,0.00033983535831794143,2.943277286249213e-05,-0.00029657332925125957,-3.526419823174365e-05,-8.76850936037954e-06,3.6697056771117786e-07,4.015723504835478e-07,9.051551387528889e-06,3.4526801755419e-05,0.00029175152303650975,2.7341400709701702e-05,-9.926700386131415e-07,-5.274587988601809e-10,4.031848639673985e-12,1.37279049239325e-10,3.998840980568019e-10,5.665045654801304e-10,4.017170596171127e-09,1.1502685737241336e-07,1.760838408415566e-08
