Sigma,TB-v1,TB-v2,Moran I,Grad Energy
0.0,0.9854815365637459,0.9932762318441529,0.958035509958041,0.0031163838871820907
1.0,0.9868583566662441,0.9936406862030113,0.9809327034351767,0.0018615766789718304
2.0,0.9888539578144199,0.9942116588865385,0.9898451670815908,0.001001084093414433
4.0,0.9922653251244833,0.9950789007699692,0.9967712061006486,0.0003260340464972058
8.0,0.9964634440515414,0.9957642167631229,1.001795081726728,3.977979810601907e-05
