time,min_mslp,tb_v1,tb_v2_intensity,tb_v2_cosine,tb_v2,morans_i,gearys_c,gradient_energy,spectral_slope,spatial_entropy
2008-04-29 00:00:00,991.6668701171875,75.77127075195312,236.29766845703125,0.9984390735626221,236.29766845703125,0.9200544357299805,0.052489783614873886,469992.1875,-2.9419896469286413,0.02149377897399097
2008-04-29 01:00:00,992.5787353515625,75.77127075195312,236.29766845703125,0.9984390735626221,236.29766845703125,0.9200544357299805,0.052489783614873886,469992.1875,-2.9419896469286413,0.02149377897399097
2008-04-29 02:00:00,994.0399780273438,75.77127075195312,236.29766845703125,0.9984390735626221,236.29766845703125,0.9200544357299805,0.052489783614873886,469992.1875,-2.9419896469286413,0.02149377897399097
2008-04-29 03:00:00,994.563720703125,76.9559555053711,236.91714477539062,0.9984948039054871,236.91714477539062,0.9189250469207764,0.05270449072122574,468420.375,-2.94649058566247,0.021516938243140115
2008-04-29 04:00:00,994.7568969726562,76.9559555053711,236.91714477539062,0.9984948039054871,236.91714477539062,0.9189250469207764,0.05270449072122574,468420.375,-2.94649058566247,0.021516938243140115
2008-04-29 05:00:00,994.6624755859375,76.9559555053711,236.91714477539062,0.9984948039054871,236.91714477539062,0.9189250469207764,0.05270449072122574,468420.375,-2.94649058566247,0.021516938243140115
2008-04-29 06:00:00,994.046875,76.9559555053711,236.91714477539062,0.9984948039054871,236.91714477539062,0.9189250469207764,0.05270449072122574,468420.375,-2.94649058566247,0.021516938243140115
2008-04-29 07:00:00,993.3193969726562,76.9559555053711,236.91714477539062,0.9984948039054871,236.91714477539062,0.9189250469207764,0.05270449072122574,468420.375,-2.94649058566247,0.021516938243140115
2008-04-29 08:00:00,992.2050170898438,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 09:00:00,991.655029296875,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 10:00:00,993.1525268554688,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 11:00:00,993.1199951171875,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 12:00:00,993.1275024414062,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 13:00:00,993.3005981445312,82.2806396484375,237.36158752441406,0.9985126256942749,237.36158752441406,0.9185633659362793,0.053012944757938385,468020.96875,-2.9513272719410684,0.021536917453853506
2008-04-29 14:00:00,993.7118530273438,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 15:00:00,994.4299926757812,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 16:00:00,994.2787475585938,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 17:00:00,994.1943969726562,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 18:00:00,993.5787353515625,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 19:00:00,992.58251953125,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 20:00:00,992.1581420898438,78.01042938232422,242.51748657226562,0.998582661151886,242.51748657226562,0.9124380946159363,0.05493886023759842,498534.4375,-2.9126444315071973,0.021173258157051632
2008-04-29 21:00:00,991.25439453125,80.39836120605469,255.95562744140625,0.9986345171928406,255.95562744140625,0.8988838195800781,0.05807188153266907,583200.375,-2.714505865713218,0.021213455610671283
2008-04-29 22:00:00,992.5218505859375,80.39836120605469,255.95562744140625,0.9986345171928406,255.95562744140625,0.8988838195800781,0.05807188153266907,583200.375,-2.714505865713218,0.021213455610671283
2008-04-29 23:00:00,992.264404296875,80.89381408691406,265.0513000488281,0.9985469579696655,265.0513000488281,0.8931357264518738,0.056475285440683365,609721.5625,-2.6010053479853705,0.021266493122686542
2008-04-30 00:00:00,992.74560546875,80.89381408691406,265.0513000488281,0.9985469579696655,265.0513000488281,0.8931357264518738,0.056475285440683365,609721.5625,-2.6010053479853705,0.021266493122686542
2008-04-30 01:00:00,993.4025268554688,80.89381408691406,265.0513000488281,0.9985469579696655,265.0513000488281,0.8931357264518738,0.056475285440683365,609721.5625,-2.6010053479853705,0.021266493122686542
2008-04-30 02:00:00,994.3818969726562,80.89381408691406,265.0513000488281,0.9985469579696655,265.0513000488281,0.8931357264518738,0.056475285440683365,609721.5625,-2.6010053479853705,0.021266493122686542
2008-04-30 03:00:00,994.89501953125,80.89381408691406,265.0513000488281,0.9985469579696655,265.0513000488281,0.8931357264518738,0.056475285440683365,609721.5625,-2.6010053479853705,0.021266493122686542
2008-04-30 04:00:00,994.592529296875,85.34613800048828,270.5411376953125,0.9985964894294739,270.5411376953125,0.8971654772758484,0.053556714206933975,619453.5,-2.654263628643379,0.021326627904775717
2008-04-30 05:00:00,993.6337280273438,85.34613800048828,270.5411376953125,0.9985964894294739,270.5411376953125,0.8971654772758484,0.053556714206933975,619453.5,-2.654263628643379,0.021326627904775717
2008-04-30 06:00:00,992.9537353515625,85.34613800048828,270.5411376953125,0.9985964894294739,270.5411376953125,0.8971654772758484,0.053556714206933975,619453.5,-2.654263628643379,0.021326627904775717
2008-04-30 07:00:00,992.0537719726562,87.14595031738281,273.8371887207031,0.9985896348953247,273.8371887207031,0.9053632020950317,0.05066449195146561,610339.75,-2.763991329970623,0.021386983468322206
2008-04-30 08:00:00,990.6531372070312,87.14595031738281,273.8371887207031,0.9985896348953247,273.8371887207031,0.9053632020950317,0.05066449195146561,610339.75,-2.763991329970623,0.021386983468322206
2008-04-30 09:00:00,990.0181274414062,87.14595031738281,273.8371887207031,0.9985896348953247,273.8371887207031,0.9053632020950317,0.05066449195146561,610339.75,-2.763991329970623,0.021386983468322206
2008-04-30 10:00:00,991.447509765625,89.14080047607422,278.89324951171875,0.9985992312431335,278.89324951171875,0.9111045598983765,0.048612628132104874,623759.4375,-2.7396751254228198,0.021436493581286666
2008-04-30 11:00:00,991.0587768554688,89.14080047607422,278.89324951171875,0.9985992312431335,278.89324951171875,0.9111045598983765,0.048612628132104874,623759.4375,-2.7396751254228198,0.021436493581286666
2008-04-30 12:00:00,991.552490234375,89.14080047607422,278.89324951171875,0.9985992312431335,278.89324951171875,0.9111045598983765,0.048612628132104874,623759.4375,-2.7396751254228198,0.021436493581286666
2008-04-30 13:00:00,992.71435546875,87.69825744628906,276.2536315917969,0.9984639286994934,276.2536315917969,0.920408308506012,0.04476890340447426,577140.5,-2.7772610142508243,0.021497551257602256
2008-04-30 14:00:00,992.9918823242188,87.69825744628906,276.2536315917969,0.9984639286994934,276.2536315917969,0.920408308506012,0.04476890340447426,577140.5,-2.7772610142508243,0.021497551257602256
2008-04-30 15:00:00,994.09814453125,87.69825744628906,276.2536315917969,0.9984639286994934,276.2536315917969,0.920408308506012,0.04476890340447426,577140.5,-2.7772610142508243,0.021497551257602256
